Text,"Annotator1, before discussion",,,"Annotator1, after discussion",,,"Annotator2, before discussion",,,"Annotator2, after discussion",,
"Six Cuban homosexuals learned that this week when they were sentenced to prison terms of 2 to 3 years, after they were convicted of ""pre-criminal social dangerousness,"" according to a Spanish gay rights group.",,1,,,,,,1,,,,
"You're an envious loser because the Jews figured out how to beat you at your own game. Jews do free enterprise better than you do. They do free enterprise better than just about everybody. They outsmarted you all by not trying to break through your **** glass ceiling. They sent their kids to college to be doctors and lawyers and scientists and ENTREPRENEURS...and they didn't need your christian corporate boardrooms, or your **** up middle management jobs. And you know who realized this? Malcolm X. Malcolm tried his best to keep his people from beating their heads against the glass",,1,,,,,,1,,,,
"It was not meant to 'work'...it was meant as a simple description of the facts at hand. People that support Trump are predominantly 'white', male, old, who live in the sticks, have no college education and are obviously none-too-bright. These are facts...not insults.",,1,,,,,1,,,,,
All you so is LIE about the BLM protests 93% of which were peaceful and White supremacists were ARRESTED for false flag violence to discredit them you PRETEND they were burning down citeis all across the country but THE VAST MAJORITY of them were PEACEFUL LIAR and you KNOW it and all you do is LIE about it. You are such a GUTLESS COWARD never addressing the issue always LYING about it or putting a DISHONEST characerization OF the issue GUTLESS COWARD,,1,,,,,1,,,,,
"True, and the Palestinian Grand Mufti of Jerusalem, Haj Amin al-Husseini, helped recruit Muslim troops for the Nazis, such as the infamous 13th Mountain Division of the SS Handschar...",,1,,,,,1,,,,,
"Nonsense Rue, of course he makes reference to these stereotypes - they have to be discussed as it is the only way to rid ourselves of them all 'round. There are, despite what you may think, some pretty nasty people with a little power out there who call themselves Jews, Christians and Muslim. These individuals hide behind the religious cloth of their own choosing - yet do not and are not representative of the vast majority of others who may also identify with some particular 'G-d'. Are you saying Rue, that there simply couldn't be exploitation of Jewish suffering during",,1,,,,,,1,,,,
"That's just the part you see up close, though. What you don't see are 8 sub-basements, low- and high- frequency sounds that make people sick, air vents jutting out of the surrounding barren acres of fenced lots that have barbed wire along their tops - pointing in. Whole buildings that were constructed below ground level and then buried as is, the excuse being they were ""built wrong"". An entire runway constructed, then buried under a layer of dirt and ""forgotten"". The layers of workers and companies who were fired so no one would have a Big Picture. And workers even",,1,,,,,,1,,,,
356K To Study How People Cross The Road It's Not Even a Chicken,,1,,,,,,1,,,,
Once you take out who would have died of cancer heart disease and other co-morbidities and the tens of thousands NUM democrat governors murdered with their nursing home policies it’s not much worse than the NUM-NUM thousand we lose in a typical NUM month peak of flu season,,1,,,,,,1,,,,
"yes, I am talking about how as completely separate from Serbia, as a 90% Muslim nation, and a Democracy...If it works out, then Muslim nations in the middle east will have to try to hide those Success...so as to not make the Muslims there want Democracy even more.",,1,,,,,,1,,,,
"Bible-believing Christians enjoyed freedom in America long before the demons in politics erected a wall of separation between themselves and God. Nevertheless, the demons in illegitimate power will still not be able to stop Christians from worshipping and serving God according to their convictions.",,1,,,,,,1,,,,
"What woman would want to marry a man who doesn't want to work unless his dating life is meeting his expectations, or the kind of man who doesn't realize the share women have always had in holding society together?",,1,,,,,1,,,,,
"I do not believe the country is ready for a woman prez. I believe in the core family values where the man is the symbol and the woman is the partner. I am not a pig by any means, but I think a woman prez would be a step in the wrong direction.",,1,,,,,,1,,,,
that would be the practical way to do it basically airlines wouldn't let anyone enter or leave a country without a vaccination record i find it exceptionally unlikely that this will happen but that's the best way to stop a preventable outbreak of disease,,1,,,,,,1,,,,
You have to define a Canadian I guess and that is one of the problems of multiculturalism and diversity The definition of Canadian becomes lost I think it is a country where the government has some respect for the sanctity of person and property although it is increasingly forgetting that in trying to sustain itself,,1,,,,,,1,,,,
"Good job. Yes, I try not to demonize Christianity, as there are some good examples of thinking Christians on this forum.",,1,,,,,,1,,,,
An adult female knows when she is most likely to get pregnant and when the chances are much lower. Wouldn’t hurt to NOT have sex during certain times to improve the chances of an accident? Or am I infringing on womens rights to expect some sort of responsibility and self moderation and control? Or are humans just animals like rabbits or rats?,,1,,,,,,1,,,,
"Their stupidity of course. They are killing themselves now and if that is what they want fine, why should I get in their way, it will just increase the average IQ of this country. The Vaccine stupidity is only a small part of what is so sick with this hate group. Add in the fact that they tried or supported the destruction of our democracy to force in a piece of shit for a dictator. They are nothing but a anti American group that is against democracy and is in simple terms this county's biggest threat and enemy.",,,1,,,,,,1,,,
I never believed for one minute people with no symptoms are spreaders lies Just like the flu one day before maybe you know your coming down with it contagious then it comes on a person FAST Its all a control-fear game,,1,,,,,1,,,,,
"I dont think he understands,....there are STILL tens of millions of people here that think just as I do. That being........if this country ever does fall,....those who try to inherit it will get NOTHING. I would much rather burn every inch of this country to the ground until NOTHING remained but a smoking hole than to EVER hand it over to the rats! BUILD YOUR OWN COUNTRY......You will GET NOTHING!",,1,,,,,,1,,,,
"and conversely.... why is it ""wrong"" for ME then to attribute collective racial guilt towards blacks for the many rapes and other crimes that they commit against my people TODAY?",1,,,,,,1,,,,,
